id,Name,Type,Cuisine,Address,District,Rating, Average ,,,,,,,,
NB_001,BDS_Ba_Ca_-_Hai_San_Tuoi_Song,Restaurant,Vietnamese,1806/124/7_Huynh_Tan_Phat,Nha_Be,3.85,1500000,,,,,,,,
NB_002,Dao_Hai_Long_-_Nha_Hang_Hai_San_&_Dac_San,Restaurant,Vietnamese,"4/54_Nguyen_Van_Tao,_Ap_1,_Nhon_Duc",Nha_Be,3.35,400000,,,,,,,,
NB_003,Ga_U_Muoi_Long_Giang_-_Huynh_Tan_Phat,Bistro,Vietnamese,"Lo_A,_Chung_Cu_Phu_My_Thuan,_Duong_Huynh_Tan_Phat,_X._Phu_Xuan",Nha_Be,3.25,285000,,,,,,,,
NB_004,Duc_Duong_-_Am_Thuc_Sinh_Thai,Restaurant,Vietnamese,102_Le_Van_Luong,Nha_Be,3.9,240000,,,,,,,,
NB_005,Nha_Hang_Sentosa_Palace,Restaurant,Vietnamese,"116A_Nguyen_Huu_Tho,_P._Phuoc_Kien",Nha_Be,3.25,370000,,,,,,,,
NB_006,Quan_Bo_Song_Thanh_Thao,Bistro,Vietnamese,206/124_Huynh_Tan_Phat,Nha_Be,4,197500,,,,,,,,
NB_007,Banh_Kem_Huy_Long_-_Huynh_Tan_Phat,Bakery,Vietnamese,"17/13_Huynh_Tan_Phat_,_Xa_Phu_Xuan",Nha_Be,3.5,210000,,,,,,,,
NB_008,Thap_Nga_-_Am_Thuc_Sinh_Thai_Binh_Xuyen_2,Restaurant,Vietnamese,"168_Nguyen_Huu_Tho,_P._Phuoc_Kieng",Nha_Be,3.3,150000,,,,,,,,
NB_009,Hoa_Ban_-_Dac_san_Tay_Bac,Restaurant,Vietnamese,"101/45_Le_Van_Luong,_Phuoc_Kien",Nha_Be,3.55,160000,,,,,,,,
NB_010,Quan_An_Gia_Dinh_Cay_Dua,Bistro,Vietnamese,"113_Le_Van_Luong,_X._Phuoc_Kien",Nha_Be,4.2,132500,,,,,,,,
NB_011,Thanh_Binh_-_Lau_De_Nui,Bistro,Vietnamese,"894_Le_Van_Luong,_Xa_Nhon_Duc",Nha_Be,4.6,200000,,,,,,,,
NB_012,Nha_Hang_Thang_Bom,Bistro,Vietnamese,"105A_Le_Thi_Kinh,_Phuoc_Kien",Nha_Be,3.25,150000,,,,,,,,
NB_013,Ong_Binh_Dan_-_Buffet_Hai_San,Restaurant,Vietnamese,"179A_Nguyen_Huu_Tho,_Xa_Nhon_Duc",Nha_Be,3.25,129000,,,,,,,,
NB_014,Cua_Bau_Hien_-_Cua_-_1342_Le_Van_Luong,Bistro,Vietnamese,"1342_Le_Van_Luong,_X._Phuoc_Kieng",Nha_Be,5,194500,,,,,,,,
NB_015,Lau_De_Nui_Ngu,Bistro,Vietnamese,101/23/7_Le_Van_Luong,Nha_Be,3.6,122500,,,,,,,,
NB_016,Dac_San_De_Nui_-_Nguyen_Binh,Bistro,Vietnamese,2/3B_Nguyen_Binh,Nha_Be,4.5,90000,,,,,,,,
NB_017,Tu_Tau_-_Dac_San_Ca_Chia_Voi,Bistro,Vietnamese,"24/1_Dao_Tong_Nguyen,_KP7,_TT_Nha_Be",Nha_Be,4.1,117500,,,,,,,,
NB_018,Le_Montage_-_Bar_&_Bistro,Cafe,Vietnamese,"4_Duong_So_7,_KDC_Tran_Thai,_Block_G_Sunrise_Riverside,_X._Phuoc_Kien",Nha_Be,4.6,105000,,,,,,,,
NB_019,Tan_Loc_-_Quan_Lau_De,Bistro,Vietnamese,"58_Nguyen_Van_Tao,_Xa_Long_Thoi",Nha_Be,4.4,125000,,,,,,,,
NB_020,Nha_Hang_Hong_Kong_-_Hong_Kong_Restaurant,Restaurant,Chinese,"Khu_Kenton_Node,_116A_Nguyen_Huu_Tho,_Xa_Phuoc_Kien",Nha_Be,4,275000,,,,,,,,
