id;Name;Types;Cuisine;Address;District;Rating;Average
D10_001;Hanuri__Quan_An_Han_Quoc__Su_Van_Hanh;Bistro;Korea;736_Su_Van_Hanh,_P._12;10;7.0;80000
D10_002;Monkey_In_Black__Milo_Dam,_Tra_Sua_&_Ca_Phe;Coffee;Vietnam;698_Su_Van_Hanh;10;7.6;33000
D10_003;Say_Coffee_24H__Su_Van_Hanh;Coffee;Vietnam;756_Su_Van_Hanh;10;6.9;22500
D10_004;BeefSteak__Mi_Y__Salad_Cow_Express__Su_Van_Hanh;Restaurant;Vietnam;457_Su_Van_Hanh,_P._12;10;7.7;70000
D10_005;Lau_Tom_Cang_Xien__Tran_Nhan_Ton;Bistro;Vietnam;142_Tran_Nhan_Ton,_P._2;10;7.0;152500
D10_006;Sakura_Viet_Nam__Sushi_Nhat_Ban;Bistro;Japan;505_Su_Van_Hanh;10;7.2;70500
D10_007;Lang_Nuong_Nam_Bo__To_Hien_Thanh;Restaurant;Vietnam;302A_To_Hien_Thanh,_P._15;10;7.2;122500
D10_008;Dallas_Cakes_&_Coffee__3_Thang_2;Bakery;Vietnam;233_Duong_3_Thang_2,_P._10;10;8.9;35000
D10_009;Alifood_Corner__Chung_Cu_Ngo_Gia_Tu;Bistro;Vietnam;009_Lo_T_Chung_Cu_Ngo_Gia_Tu,_P._2;10;6.2;30000
D10_010;Che_Thai_Y_Phuong;Bistro;Thailand;380_Nguyen_Tri_Phuong,_P._4;10;9.7;25500
D10_011;Co_Nam__Cut_Chien_Bo;Bistro;Vietnam;54_Dong_Nai,_P._15;10;7.0;10000
D10_012;Hallyu__Korean_Fast_Food__Tran_Minh_Quyen;Bistro;Korea;07_Tran_Minh_Quyen,_P._10;10;7.5;138000
D10_013;Con_Ga_Nuong__Thanh_Thai;Bistro;Vietnam;152/7_Thanh_Thai,_P._12;10;6.7;87500
D10_014;Kleine_Ecke_Cafe__To_Hien_Thanh;Coffee;Vietnam;339/34A1_To_Hien_Thanh,_P._12;10;7.4;60000
D10_015;Hawaii_Kia;Coffee;Vietnam;401_Su_Van_Hanh;10;7.0;42500
D10_016;Domino’s_Pizza__Nguyen_Tri_Phuong;Restaurant;Vietnam;313_Nguyen_Tri_Phuong,_P._5;10;7.4;124000
D10_017;TikTak__Tra_Sua_&_Tra_Dao__Cach_Mang_Thang_8;Coffee;Vietnam;503B_Cach_Mang_Thang_8,_P._13;10;6.9;20000
D10_018;Chi_3__Bun_Nuoc__To_Hien_Thanh;Bistro;Vietnam;495/2_To_Hien_Thanh,_P._14;10;6.8;37500
D10_019;Com_Nieu_Thien_Ly__Cuu_Long;Bistro;Singapore;87A_Cuu_Long,_P._15;10;6.9;62500
D10_020;Tra_Sua_Bobapop__Cao_Thang;Coffee;Taiwan;115_Cao_Thang,_P._11;10;6.7;35500
