id;Name;Types;Cuisine;Address;District;Rating;Average
D8_001;Shinsen_Sushi__Au_Duong_Lan;Restaurant;Japan;178_Au_Duong_Lan,_P._3;8;6.8;57500
D8_002;Com_Ga_Xoi_Mo_142__Ba_Dinh;Bistro;Vietnam;142_Ba_Dinh,_P._10;8;6.9;37500
D8_003;Pha_Lau_Dong_Dieu;Restaurant;Vietnam;54_Pham_Nhu_Tang,_P._4;8;10.0;24000
D8_004;Oc_Tuyet__Duong_Ba_Trac;Restaurant;Vietnam;Hem_456_Duong_Ba_Trac;8;6.7;20000
D8_005;Oc_10_Gio;Restaurant;Vietnam;1569_Pham_The_Hien;8;6.8;15000
D8_006;Papaxot__Pham_Hung;Restaurant;Japan;8A_Pham_Hung,_P._4;8;7.3;102500
D8_007;Artisan_Baked__Banh_Biscotti__Nguyen_Duy;Bakery;Vietnam;522/525_Nguyen_Duy,_P._10;8;10.0;127500
D8_008;Lu's_Coffee__Pham_Hung;Coffee;Vietnam;229B_Pham_Hung,_P._4;8;7.6;25000
D8_009;La_Hue__Pho_Bo;Bistro;Vietnam;2138_Pham_The_Hien,_P._6;8;8.4;20000
D8_010;Tra_Sua_Xien_Que_Hot_&_Cold__Pham_Hung;Coffee;Vietnam;123Bis_Pham_Hung,_P._4;8;7.3;37500
D8_011;Gia_Han_Coffee__Vo_Liem_Son;Coffee;Vietnam;108_Vo_Liem_Son,_P._4;8;9.1;21000
D8_012;Biscotti__Banh_Hat_Dinh_Duong__Nguyen_Duy;Bakery;Vietnam;522/525_Nguyen_Duy,_P._10;8;10.0;105000
D8_013;Bun_Dau_Mam_Tom_Nha_Toi__8;Bistro;Vietnam;68/21_Pham_The_Hien,_P._1;8;7.1;40000
D8_014;Banana_Chuoi_7_Mau__Bingsu_&_Trai_Cay;Coffee;Vietnam;35_Dong_Ho;8;7.2;45000
D8_015;Xuc_Xich_Duc_Anh_Ba_Tay__Duong_Ba_Trac;Restaurant;German;174_Duong_Ba_Trac,_P._2;8;7.7;107500
D8_016;Sobin__Mi_Cay_&_Tra_Sua;Bistro;Korea;45T_Duong_Ba_Trac,_P._1;8;8.0;50000
D8_017;Ritaki__Khoai_Lang_Mat__Nguyen_Duy;Restaurant;Vietnam;522/525_Nguyen_Duy,_P._10;8;9.4;37500
D8_018;Lau_Huu_Nghi;Bistro;Vietnam;149_Tung_Thien_Vuong,_P._11;8;6.9;135000
D8_019;Oc_Co_Nam;Restaurant;Vietnam;432/44/4_Duong_Ba_Trac;8;6.7;25000
D8_020;Quan_Bangkok__Hu_Tieu_Thai;Bistro;Thailand;131_Mac_Van,_P._12;8;6.7;48000
