id,Name,Type,Cuisine,Address,District,Rating,Average
PN_0001,Goc_Banh_Mi_Chao,Bistro,Vietnamese,"122/27_Dang_Van_Ngu,_P._13",Phu_Nhuan,4.85,40000
PN_0002,Cafe_Amazon_-_Phan_Xich_Long,Restaurant,Vietnamese,156_Phan_Xich_Long,Phu_Nhuan,4.4,50000
PN_0003,Isushi_Buffet_Nhat_Ban_-_Phan_Xich_Long,Restaurant,Japanese,"191_Phan_Xich_Long,_P._2",Phu_Nhuan,4.35,284000
PN_0004,Pho_Trang_2_-_Nguyen_Kiem,Bistro,Vietnamese,"479_Nguyen_Kiem,_P._3",Phu_Nhuan,3.75,34500
PN_0005,Thinks_and_Events_Cafe,Cafe,Vietnamese,"35_Ho_Bieu_Chanh,_P._12",Phu_Nhuan,3.7,42500
PN_0006,An_Duoc_Phuc_-_Buffet_Lau_&_Nuong_Chuan_Vi_Macao,Restaurant,Vietnamese,"179_Phan_Xich_Long,_P._2",Phu_Nhuan,3.6,269000
PN_0007,Hotpot_Story_Phan_Xich_Long,Restaurant,Asian,"202_Phan_Xich_Long,_P._2",Phu_Nhuan,3.25,175000
PN_0008,Tomoko_Pie_-_Banh_Trung_&_Nuoc_Uong,Restaurant,Chinese,"110_Tran_Huy_Lieu,_P._15",Phu_Nhuan,4.1,20000
PN_0009,Tung_Garden_-_Dimsum_&_Mon_Hoa,Restaurant,Chinese,"Tang_1_Khach_San_Eastin_Grand_Sai_Gon,_253_Nguyen_Van_Troi",Phu_Nhuan,3.95,125000
PN_0010,Hutong_-_Hotpot_Paradise_-_Phan_Xich_Long,Restaurant,Chinese,"169_-_171_Phan_Xich_Long,_P._2",Phu_Nhuan,3.9,190000
PN_0011,Hey_Long_Cha_-_Tea_&_Milktea,Cafe,Chinese,"189_Phan_Xich_Long,_P._7",Phu_Nhuan,3.9,56500
PN_0012,Dim_Tu_Tac_-_Nha_Hang_Quang_Dong_-_Tan_Son_Nhat_Hotel,Restaurant,Chinese,"Tang_2,_Tan_Son_Nhat_Hotel,_202_Hoang_Van_Thu",Phu_Nhuan,3.75,300000
PN_0013,"Yeebo_Di_Buu_-_Seafood,_Hot_Pot_&_Dimsum_-_Nguyen_Van_Troi",Restaurant,Chinese,"76_Nguyen_Van_Troi,_P._15",Phu_Nhuan,3.65,480000
PN_0014,HongKong_Hotpot,Restaurant,Chinese,"Khach_San_Tan_Son_Nhat,_200_Hoang_Van_Thu,_P._9,_TP._HCM",Phu_Nhuan,3.6,350000
PN_0015,Hefkcha_-_Tra_sua_-_Phan_Xich_Long,Cafe,Chinese,"Chung_Cu_A2,_007_Phan_Xich_Long,_P._7",Phu_Nhuan,3.55,52500
PN_0016,Din_Chon_Mi_Gia,Bistro,Chinese,"447_Nguyen_Kiem,_P._3",Phu_Nhuan,3.55,53500
PN_0017,Tra_Sua_High_Tea_-_Tran_Huy_Lieu,Cafe,Chinese,76_Tran_Huy_Lieu,Phu_Nhuan,3.4,43000
PN_0018,Meet_Fresh_-_Phan_Xich_Long,Cafe,Chinese,"181_Phan_Xich_Long,_P._7",Phu_Nhuan,3.35,97500
PN_0019,Hello_Pasta_-_Beefsteak_-_Mi_Y_-_Phan_Xich_Long,Restaurant,European,"392_Phan_Xich_Long,_P._2",Phu_Nhuan,3.85,117500
PN_0020,Beau_Tea,Cafe,European,"1208_Truong_Sa,_P._14",Phu_Nhuan,3.85,95000
PN_0021,Bo_Sinh_Doi_-_Steak_&_Lau_Bo_My,Restaurant,European,"192_Phan_Xich_Long,_P._2",Phu_Nhuan,3.75,70500
