id,Name,Type,Cuisine,Address,District,Rating,Average
D8_0001,Shinsen_Sushi__Au_Duong_Lan,Restaurant,Japanese,"178_Au_Duong_Lan,_P._3",8,3.4,57500
D8_0002,Com_Ga_Xoi_Mo_142__Ba_Dinh,Bistro,Vietnamese,"142_Ba_Dinh,_P._10",8,3.45,37500
D8_0003,Pha_Lau_Dong_Dieu,Restaurant,Vietnamese,"54_Pham_Nhu_Tang,_P._4",8,5,24000
D8_0004,Oc_Tuyet__Duong_Ba_Trac,Restaurant,Vietnamese,Hem_456_Duong_Ba_Trac,8,3.35,20000
D8_0005,Oc_10_Gio,Restaurant,Vietnamese,1569_Pham_The_Hien,8,3.4,15000
D8_0006,Papaxot__Pham_Hung,Restaurant,Japanese,"8A_Pham_Hung,_P._4",8,3.65,102500
D8_0007,Artisan_Baked__Banh_Biscotti__Nguyen_Duy,Bakery,Vietnamese,"522/525_Nguyen_Duy,_P._10",8,5,127500
D8_0008,Lu's_Coffee__Pham_Hung,Cafe,Vietnamese,"229B_Pham_Hung,_P._4",8,3.8,25000
D8_0009,La_Hue__Pho_Bo,Bistro,Vietnamese,"2138_Pham_The_Hien,_P._6",8,4.2,20000
D8_0010,Tra_Sua_Xien_Que_Hot_&_Cold__Pham_Hung,Cafe,Vietnamese,"123Bis_Pham_Hung,_P._4",8,3.65,37500
D8_0011,Gia_Han_Coffee__Vo_Liem_Son,Cafe,Vietnamese,"108_Vo_Liem_Son,_P._4",8,4.55,21000
D8_0012,Biscotti__Banh_Hat_Dinh_Duong__Nguyen_Duy,Bakery,Vietnamese,"522/525_Nguyen_Duy,_P._10",8,5,105000
D8_0013,Bun_Dau_Mam_Tom_Nha_Toi__Quan_8,Bistro,Vietnamese,"68/21_Pham_The_Hien,_P._1",8,3.55,40000
D8_0014,Banana_Chuoi_7_Mau__Bingsu_&_Trai_Cay,Cafe,Vietnamese,35_Dong_Ho,8,3.6,45000
D8_0015,Xuc_Xich_Duc_Anh_Ba_Tay__Duong_Ba_Trac,Restaurant,Germany,"174_Duong_Ba_Trac,_P._2",8,3.85,107500
D8_0016,Sobin__Mi_Cay_&_Tra_Sua,Bistro,Korean,"45T_Duong_Ba_Trac,_P._1",8,4,50000
D8_0017,Ritaki__Khoai_Lang_Mat__Nguyen_Duy,Restaurant,Vietnamese,"522/525_Nguyen_Duy,_P._10",8,4.7,37500
D8_0018,Lau_Huu_Nghi,Bistro,Vietnamese,"149_Tung_Thien_Vuong,_P._11",8,3.45,135000
D8_0019,Oc_Co_Nam,Restaurant,Vietnamese,432/44/4_Duong_Ba_Trac,8,3.35,25000
D8_0020,Quan_Bangkok__Hu_Tieu_Thai,Bistro,Thailand,"131_Mac_Van,_P._12",8,3.35,48000
D8_0021,Bo_Vien_U_Nu,Bistro,Vietnamese,"210B_Cao_Xuan_Duc,_P._12",8,3.4,27500
D8_0022,Tra_Sua_Princess,Cafe,Vietnamese,"2G_Cu_Xa_Bui_Minh_Truc,_P._5",8,3.55,37500
D8_0023,Happy_BBQ_4_Xien_Nuong_Dong_Gia_5K__Ta_Quang_Buu,Bistro,Vietnamese,"Ta_Quang_Buu_(Doi_Dien_San_Bong_Cao_Lo),_P._4",8,3.75,7500
D8_0024,Oc_Hoi_Ngo,Restaurant,Vietnamese,432/35_Duong_Ba_Trac,8,3.4,25000
D8_0025,Bao_Boi__Banh_Bao_Hawaii__Au_Duong_Lan_Noi_Dai,Restaurant,USA,"14_Au_Duong_Lan_Noi_Dai,_P._1",8,4.3,18500
D8_0026,Bot_Chien_Van_Thanh__Vo_Van_Tan,Restaurant,Vietnamese,"83_Au_Duong_Lan,_P._3",8,4,24000
D8_0027,Sushi_Co_Chu_Hoa_Mai__Hung_Phu,Restaurant,Japanese,"578/28_Hung_Phu,_P._9",8,3.1,295000
D8_0028,Banh_Xep_Co_Gai,Restaurant,Vietnamese,"350/21_Tung_Thien_Vuong,_P._13",8,3.7,15000
D8_0029,Clover_Tea,Restaurant,Vietnamese,"151_Bong_Sao,_P._5",8,3.3,19000
D8_0030,Mi_Cay_Gochu__Ta_Quang_Buu,Bistro,Korean,"924A_Ta_Quang_Buu,_P._5",8,3.3,25000
D8_0031,Sushi_Cool__Ta_Quang_Buu,Bistro,Vietnamese,"797_Ta_Quang_Buu,_P._5",8,4.85,162500
D8_0032,Quan_Cua_Mot__Mon_Ngon_Tu_Cua,Bistro,Vietnamese,"29_Duong_817_Ta_Quang_Buu,_P._5",8,3.7,192500
D8_0033,Mon_Mon__Sup_Cua_Oc_Heo__Bong_Sao,Restaurant,Vietnamese,"5_Bong_Sao,_P._5",8,4.75,194000
D8_0034,Container_Cafe__Cong_Te_No,Cafe,Vietnamese,"138_Duong_So_1,_Khu_Dan_Cu_Trung_Son",8,3.55,56000
D8_0035,Chi_Thuy__Canh_Bun_&_Bun_Rieu_Bach_Tuoc,Bistro,Vietnamese,"25_Lo_F_Nguyen_Thi_Tan,_Cho_Rach_Ong,_P._2",8,3.55,35000
D8_0036,Oc_Mun,Bistro,Vietnamese,"2__4_Duong_12,_P._4",8,3.45,55000
D8_0037,Bep_Nha__Quan_An_Gia_Dinh,Bistro,Vietnamese,"160_Pham_Hung,_P._5",8,3.85,175000
D8_0038,Piza_Hue__Huong_Vi_Co_Do,Restaurant,Vietnamese,"295_Duong_Ba_Trac,_P.1",8,3.7,20000
D8_0039,Tram_Food__Banh_Sau_Rieng__Giao_Hang_Tan_Noi,Bakery,Vietnamese,"2469_Pham_The_Hien,_P._7",8,3.35,85000
D8_0040,Tra_Sua_Handmade_Bong_Sao,Restaurant,Vietnamese,"127_Bong_Sao,_P._5",8,3.4,22500
D8_0041,Ramyon_Sarang__Mi_Cay_Han_Quoc,Bistro,Korean,"932B_Ta_Quang_Buu,_P._5",8,4,45000
D8_0042,Oc_Tu_Do__Duong_Ba_Trac,Bistro,Vietnamese,"450/45_Duong_Ba_Trac,_P._1",8,3.05,40000
D8_0043,Gu_Coffee_Shop,Cafe,Vietnamese,70_Duong_332_Pham_Hung,8,3.75,22500
D8_0044,Tiem_Banh_LaLa__Duong_Ba_Trac,Bakery,Vietnamese,"290C/32A_Duong_Ba_Trac,_P._1",8,3.8,285000
D8_0045,Com_Tam_Cali__Ta_Quang_Buu,Restaurant,Vietnamese,"850_Ta_Quang_Buu,_P._5",8,3.35,60000
D8_0046,Chi_Huong__Banh_Trang_Cham_Trung_Bo,Restaurant,Vietnamese,"146/27_Nguyen_Che_Nghia,_P._12",8,3.6,15000
D8_0047,Nha_Hang_Flame__Am_Thuc_Viet,Restaurant,Asian,"392_Pham_Hung,_P._5",8,3.15,92500
D8_0048,Quan_60__Nhau_Binh_Dan,Bistro,Vietnamese,"60_Tung_Thien_Vuong,_P._11",8,3.5,135000
D8_0049,Sumi_House__Banh_Mi_Phomai_&_Hat_De_Rang_Muoi__Shop_Online,Restaurant,Vietnamese,"654/715_Hung_Phu,_P._10",8,3.35,120000
D8_0050,Hao_Y__Xoi_&_Banh_Mi__Nguyen_Duy,Restaurant,Vietnamese,"61A_Nguyen_Duy,_P._9",8,4.95,26000
D8_0051,Ha_Noi_Quan__Cao_Lo,Bistro,Vietnamese,"008_Lo_J_Chung_Cu_Dong_Dieu,_Duong_So_198_Cao_Lo,_P._4",8,3.8,40000
D8_0052,Mia_Coffee__Duong_So_44,Cafe,Vietnamese,"116_Duong_So_44,_P._16",8,4.35,25000
D8_0053,Pad_Thai_Tom__Mon_Thai_Ngon__Shop_Online,Bistro,Thailand,"1587_Pham_The_Hien,_P._6",8,4.6,57500
D8_0054,"Han_295__Banh,_Trai_&_Nuoc",Restaurant,Vietnamese,"191/13_Cao_Xuan_Duc,_P._12",8,4.75,18500
D8_0055,Com_Ga_Hoa_Binh__Pham_The_Hien,Bistro,Vietnamese,"280G_Pham_The_Hien,_P._3",8,3.8,104000
D8_0056,Banh_Trang_Tay_Ninh_Nhu_Y,Restaurant,Vietnamese,"115D/16_Hung_Phu,_P._8",8,4.95,17500
D8_0057,Mosi.Mosi__Quan_Mi_Cay__Cu_Xa_Bui_Minh_Truc,Bistro,Vietnamese,"54_Duong_So_8,_Cu_Xa_Bui_Minh_Truc,_P._5",8,3.8,25000
D8_0058,Quan_Vong_Cac__Pham_The_Hien,Restaurant,Vietnamese,"299_Pham_The_Hien,_P._3",8,3.25,135000
D8_0059,Tito__Mi_Cay_7_Cap_Do,Bistro,Korean,"254_Nguyen_Duy,_P._9",8,3.9,31500
D8_0060,Bun_Bo_Hue_Minh_Son__Pham_The_Hien,Bistro,Vietnamese,"889_Pham_The_Hien,_P._4",8,3.8,37500
D8_0061,Oc_Anh__Da_Nam,Restaurant,Vietnamese,"39/34_Da_Nam,_P._2",8,3.45,100000
D8_0062,Overtime_BBQ,Bistro,Vietnamese,"34A_Dong_Ho,_P._4",8,4.2,59000
D8_0063,Hu_Tieu_Ga__Vinh_Nam,Bistro,Vietnamese,"43_Vinh_Nam,_P._11",8,3.8,22500
D8_0064,Banh_Co_Phuong,Restaurant,Vietnamese,"3B_Bui_Minh_Truc,_P._5",8,3.35,23500
D8_0065,Sup_Oc_Heo_&_Rau_Cu,Restaurant,Vietnamese,"673_Nguyen_Duy,_P._12",8,4.15,14000
D8_0066,Hoang_Ty__Dac_San_Trang_Bang__Ta_Quang_Buu,Bistro,Vietnamese,"821_Ta_Quang_Buu,_P._5",8,3.3,70000
D8_0067,Hu_Tieu_Nam_Vang_Nhan_Quan__Au_Duong_Lan,Bistro,Vietnamese,"239__241_Au_Duong_Lan,_P._2",8,3.2,70000
D8_0068,Muc_Nuong_Da,Restaurant,Vietnamese,"68_Ta_Quang_Buu,_P._2",8,3.75,60000
