id,Name,Type,Cuisine,Address,District,Rating,Average
D6_0001,SteakZone,Bistro,Vietnamese,"77_Le_Quang_Sung,_P._6",6,4.2,115000
D6_0002,Pho__Lau_Bo__Cho_Lon,Bistro,Vietnamese,"63/3_Nguyen_Thi_Nho,_P._2",6,3.75,45000
D6_0003,Quan_An_Doi_Chung_Cua_1_Cang__Nguyen_Van_Luong,Bistro,Vietnamese,"177E_Nguyen_Van_Luong,_P._11",6,3.15,137500
D6_0004,Texas_Chicken__Hau_Giang,Restaurant,USA,"176C176D_Hau_Giang,_P._6",6,3.3,135000
D6_0005,Tra_Sua_Luan_Map__Le_Quang_Sung,Restaurant,Vietnamese,"199/1_Le_Quang_Sung,_P._6",6,4.5,25000
D6_0006,McDonald_Phu_Lam,Restaurant,Vietnamese,"718Bis_Kinh_Duong_Vuong,_P._13",6,3.65,55000
D6_0007,Xoi_Binh_Tien__Minh_Phung,Bistro,Vietnamese,"88_Minh_Phung,_P._5",6,3.7,21500
D6_0008,Suon_Cay_Nuong__Hai_San__Kinh_Duong_Vuong,Bistro,Korean,"99_Kinh_Duong_Vuong,_P._12",6,3.7,110000
D6_0009,Funny_Beef__Spaghetti__Beefsteak__Nguyen_Van_Luong,Bistro,Italian,"203C_Nguyen_Van_Luong,_P._11",6,3.75,60000
D6_0010,Sushi_107,Bistro,Japanese,"107_Duong_So_10,_P._13",6,3.75,57500
D6_0011,Banh_Flan_Quen_Ma_La,Restaurant,Vietnamese,"195__210_Le_Quang_Sung,_P._6",6,3.35,10500
D6_0012,Ty_Thy__Goi_Du_Du_Thai,Bistro,Thailand,"2B_Ben_Phu_Lam,_P._9",6,3.2,32500
D6_0013,Banh_Canh_A_Vung,Bistro,Vietnamese,"51B/2A_Minh_Phung,_P._5",6,3.45,23500
D6_0014,Bui_Van_Ngo_Coffee__72_Duong_So_23,Cafe,Vietnamese,"72__74_Duong_So_23,_P._10",6,3.8,35000
D6_0015,7_Bun_Rieu,Restaurant,Vietnamese,"122_Hau_Giang,_P._6",6,4.5,32500
D6_0016,Domino_Pizza__Minh_Phung,Restaurant,Vietnamese,"74_Minh_Phung,_P._5",6,3.9,124000
D6_0017,Gia_Phu_Phuc_Kien__Am_Thuc_Trung_Hoa,Restaurant,Chinese,"513/28_Gia_Phu,_P._3",6,3.7,190000
D6_0018,Quan_Chay_Quan_Am,Bistro,Vietnamese,"137/7_Binh_Tien,_P._8",6,3.65,117500
D6_0019,Tra_Sua_Yolo__Duong_So_44,Restaurant,Vietnamese,"15_Duong_So_44,_P._10",6,3,16000
D6_0020,Oc_219C,Restaurant,Vietnamese,"219C_Le_Quang_Sung,_P._6",6,3.05,25000
D6_0021,Tra_Sua_ChowTea_Delivery__Cu_Xa_Phu_Lam,Cafe,Vietnamese,"84T_Cu_Xa_Phu_Lam_D,_P._10",6,3.9,30000
